date_disclosed,country,ifc_country_code,sector,project_name,project_number,company_name,status,ifc_investment_for_risk_management_million_usd,ifc_investment_for_guarantee_million_usd,ifc_investment_for_loan_million_usd,ifc_investment_for_equity_million_usd,total_ifc_investment_as_approved_by_board_million_usd
22.02.18,Africa Region,AFR,Financial Institutions,BOA RSF,40553,BANK OF AFRICA GROUP SA,Pending Approval,NA,60,NA,NA,60
22.02.18,India,IND,Agribusiness and Forestry,Jain IV,40251,JAIN IRRIGATION SYSTEMS LIMITED,Active,NA,NA,39.89,NA,39.89
21.02.18,Ukraine,UKR,Agribusiness and Forestry,Nyva CL,40024,OOO SP NYVA PEREYASLAVSHCHYNY,Active,NA,NA,12.5,NA,12.5
20.02.18,India,IND,Financial Institutions,Altico_Masala,40927,ALTICO CAPITAL INDIA LIMITED,Pending Approval,NA,NA,49.86,NA,49.86
20.02.18,Bangladesh,BAN,Infrastructure,SM2PCL,40178,SUMMIT MEGHNAGHAT II POWER COMPANY LIMITED,Pending Approval,5,NA,120,NA,125
16.02.18,India,IND,Financial Institutions,DCM L&THF NCD,40542,L AND T HOUSING FINANCE LIMITED,Active,NA,NA,75,NA,75
16.02.18,World Region,WLD,Financial Institutions,Demica,40125,DEMICA,Active,NA,NA,NA,5,5
15.02.18,India,IND,other,IndoSpace Fund III,40509,INDOSPACE LOGISTICS PARKS III LP,Active,NA,NA,NA,25,25
15.02.18,India,IND,Financial Institutions,DCM PNB HFL Bond,40989,P N B Housing Finance Limited,Active,NA,NA,153.41,NA,153.41
12.02.18,Mexico,MXC,Funds,Angel Ventures Pacific Alliance Fund II,40981,ANGEL VENTURES,Pending Approval,NA,NA,NA,5,5
12.02.18,Colombia,CLM,Financial Institutions,BBVA Col SMEs,40615,BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S A,Active,NA,NA,150,NA,150
12.02.18,Sri Lanka,SRI,Financial Institutions,SDB Senior Loan,40660,SANASA DEVELOPMENT BANK LIMITED,Active,NA,NA,15,NA,15
08.02.18,India,IND,Funds,Faering II,40323,FAERING CAPITAL EVOLVING FUND III LIMITED,Active,NA,NA,NA,15.1,15.1
08.02.18,Ukraine,UKR,Agribusiness and Forestry,Astarta IV,40716,"ASTARTA-KYIV,TOV",Active,NA,NA,30,NA,30
07.02.18,China,CHA,Funds,Sinovation IV,41104,SINOVATION FUND IV L.P.,Active,NA,NA,NA,25,25
07.02.18,Brazil,BRA,Financial Institutions,WCS Bansicredi 4131,40600,Banco Cooperativo Sicredi S/A.,Pending Approval,NA,NA,50,NA,50
07.02.18,Mexico,MXC,Health and Education,Genomma Lab,40144,"GENOMMA LAB INTERNACIONAL, S.A.B. DE C.V.",Active,NA,NA,51.42,NA,51.42
02.02.18,World Region,WLD,Financial Institutions,Standard Chartered Bank Trade Finance Risk Sharing Facility,40541,SCB Trade Finance RSF,Active,NA,500,0,NA,500
02.02.18,Africa Region,AFR,Financial Institutions,Barak Trade Finance Facility,39481,BARAK FUND MANAGEMENT LIMITED,Active,NA,NA,60,NA,60
31.01.18,India,IND,Agribusiness and Forestry,Bizongo,40950,SMARTPADDLE TECHNOLOGY PRIVATE LIMITED,Active,NA,NA,NA,4.99,4.99
26.01.18,Africa Region,AFR,Funds,I&p Afrique Entrepreneurs II LP,39903,INVESTISSEURS AND PARTENAIRES AFRIQUE ENTREPRENEURS II,Active,NA,NA,NA,250,250
26.01.18,Kyrgyz Republic,KGZ,Funds,Highland PE Mezz,39831,HIGHLAND PRIVATE EQUITY AND MEZZANINE FUND L.P.,Active,NA,NA,NA,250,250
26.01.18,Rwanda,RWA,Financial Institutions,I&M Rwanda,40545,I AND M BANK (RWANDA) LIMITED,Active,NA,NA,10,NA,10
25.01.18,Sri Lanka,SRI,Financial Institutions,SFCL WMSME,40668,SENKADAGALA FINANCE PLC,Active,NA,NA,15,NA,15
25.01.18,Jordan,JOR,Financial Institutions,Tamweelcom 3,40533,THE JORDAN MICRO FINANCE COMPANY,Active,NA,NA,10,NA,10
24.01.18,Iraq,IRQ,"Telecommunications, Media, and Technology",Zain Iraq II,39715,ATHEER TELECOM IRAQ LIMITED,Active,NA,NA,100,NA,100
24.01.18,Cape Verde,CAP,Financial Institutions,BCN SME,39745,BANCO CABOVERDIANO DE NEGOCIOS,Active,NA,NA,6.11,NA,6.11
24.01.18,World Region,WLD,Financial Institutions,DCM CRT CACIB II,39675,RISK SHARING FACILITY CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,Active,NA,85,NA,NA,85
23.01.18,Comoros,COM,"Telecommunications, Media, and Technology",Telco SA,37209,TELCO SA,Pending Approval,NA,NA,15.88,NA,15.88
22.01.18,Africa Region,AFR,Financial Institutions,GTST Sahara,40141,SAHARA GROUP,Active,NA,100,NA,NA,100
17.01.18,East Asia and Pacific Region,EAP,Financial Institutions,DARP SPV CW2,40665,CLEARWATER CAPITAL PARTNERS ESG I LTD,Active,NA,NA,75,NA,75
16.01.18,India,IND,Financial Institutions,DCM ABFL Green Bond,40557,ADITYA BIRLA FINANCE LIMITED,Active,NA,NA,153.41,NA,153.41
12.01.18,Kosovo,XKS,Financial Institutions,KS MFI Loan AFK,41012,AGENCY FOR FINANCE IN KOSOVO,Active,NA,NA,0.86,NA,0.86
10.01.18,Indonesia,INS,Agribusiness and Forestry,Nabati Indonesia,40460,"KALDU SARI NABATI INDONESIA, PT",Active,NA,NA,44,NA,44
09.01.18,Kosovo,XKS,Financial Institutions,KS MFI Loan KEP,40428,KEP TRUST,Active,NA,NA,1.71,NA,1.71
09.01.18,India,IND,Infrastructure,Rewa Mahindra,40646,Mahindra Renewables Private Limited,Active,NA,NA,51.09,NA,51.09
08.01.18,Chile,CHL,Financial Institutions,Los Heroes CL,40295,CAJA DE COMPENSACION DE ASIGNACION FAMILIAR LOS HEROES,Active,NA,NA,50,NA,50
08.01.18,China,CHA,Agribusiness and Forestry,Morris Hong Kong,40057,MORRIS HOLDINGS LIMITED,Active,NA,NA,26,NA,26
08.01.18,Dominican Republic,DOM,"Tourism, Retail, and Property",Tropicalia,38846,"INVERSIONES CUATRO ESTACIONES, SA.S.",Pending Approval,NA,NA,45.5,NA,45.5
05.01.18,Colombia,CLM,Infrastructure,DCM EPSA Green Bonds,39800,EMPRESA DE ENERGIA DEL PACIFICO S A E S P,Active,NA,NA,73.65,NA,73.65
02.01.18,Philippines,PHL,Infrastructure,Energy Dev III,39842,ENERGY DEVELOPMENT CORPORATION,Active,NA,NA,90,NA,90
02.01.18,China,CHA,Infrastructure,Concord NE,38636,Concord New Energy Group Limited,Active,NA,NA,60.25,NA,60.25
27.12.17,Armenia,ARM,Infrastructure,Yerevan CCGT,39630,ARMPOWER CSJC,Active,3,NA,62,NA,65
22.12.17,Tajikistan,TJK,Agribusiness and Forestry,Tajero WrCap,40023,Tajero LLC,Active,NA,NA,2,NA,2
21.12.17,Jordan,JOR,Health and Education,Hikma expansion,37324,HIKMA PHARMACEUTICALS PUBLIC LIMITED COMPANY,Pending Approval,NA,NA,150,NA,150
19.12.17,Brazil,BRA,Infrastructure,Mandae 2017,40729,MANDAE SERVICIOS DE CONSULTORIA EM LOGISTICA S / A,Active,NA,NA,NA,2.5,2.5
18.12.17,India,IND,Financial Institutions,Coverfox,40623,GLITTERBUG TECHNOLOGIES PRIVATE LIMITED,Active,NA,NA,NA,7,7
15.12.17,World Region,WLD,Financial Institutions,Branch,40402,Branch International Inc,Active,NA,NA,NA,3,3
14.12.17,Kazakhstan,KAZ,Financial Institutions,KMF-HALP,40476,MICROFINANCE ORGANIZATION KMF LLC,Active,NA,NA,85,NA,85
12.12.17,Brazil,BRA,Financial Institutions,XP Investimentos,39508,XP INVESTIMENTOS S.A.,Active,NA,NA,100,NA,100
08.12.17,Philippines,PHL,Financial Institutions,DCM BDO Green,40419,"BDO UNIBANK, INC.",Active,NA,NA,150,NA,150
08.12.17,Africa Region,AFR,Funds,"Africa Renewable Energy Fund, L.P.",39225,"AFRICA RENEWABLE ENERGY FUND, L.P.",Active,NA,NA,NA,NA,NA
08.12.17,China,CHA,other,Baidu MCC Gender,40399,CHONGQING BAIDU MICROLOAN CO LTD,Active,NA,NA,102.79,NA,102.79
08.12.17,India,IND,Funds,"LIGHTHOUSE INDIA FUND III, LIMITED",40680,"LIGHTHOUSE INDIA FUND III, LIMITED",Active,NA,NA,NA,20,20
06.12.17,Tanzania,TAN,Health and Education,Pyramid Pacific,40237,PYRAMID PHARMA LIMITED,Active,NA,NA,NA,7.5,7.5
06.12.17,Colombia,CLM,Financial Institutions,Itau-CBC Subdebt,40562,ITAU CORPBANCA COLOMBIA SA,Active,NA,NA,80,NA,80
01.12.17,Sri Lanka,SRI,"Tourism, Retail, and Property",Melwa Hotels,40337,MELWA HOTELS AND RESORTS PRIVATE LIMITED,Pending Approval,NA,NA,27,NA,27
01.12.17,Poland,POL,Funds,Innova VI,40622,INNOVA CAPITAL,Active,NA,NA,NA,24.44,24.44
30.11.17,Colombia,CLM,Health and Education,Universidad Santo Tomas,40421,UNIVERSIDAD SANTO TOMAS,Active,NA,NA,25,NA,25
29.11.17,MENA Region,EMN,Funds,EIP Levant Fund SICAV,39631,EIP LEVANT FUND SICAV,Active,NA,NA,NA,250,250
28.11.17,India,IND,Financial Institutions,DCM Chola Masala,40278,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED,Active,NA,NA,100,NA,100
28.11.17,"Egypt, Arab Republic of",EGT,Financial Institutions,CIB Subdebt,39595,COMMERCIAL INTERNATIONAL BANK SAE,Active,NA,NA,150,NA,150
22.11.17,MENA Region,EMN,Financial Institutions,DARP - OB,38071,OMNI BRIDGEWAY MENA SERVICER,Active,NA,NA,30,20.4,50.4
22.11.17,Guatemala,GUA,Financial Institutions,Genesis I,39578,GENESIS EMPRESARIAL,Pending Approval,NA,NA,NA,NA,NA
22.11.17,Nicaragua,NIC,Financial Institutions,LAFISE SA,40113,Lafise Group-Panama Inc,Active,NA,NA,72,NA,72
22.11.17,Philippines,PHL,"Tourism, Retail, and Property",Discovery World,37715,DISCOVERY WORLD CORPORATION,Pending Approval,NA,NA,NA,13.36,13.36
17.11.17,Bangladesh,BAN,Financial Institutions,WCS BRAC III,39706,BRAC BANK LIMITED,Active,NA,NA,40,NA,40
17.11.17,South Africa,SOU,Financial Institutions,Firstrand SL,40511,FIRSTRAND BANK LTD,Active,NA,NA,200,NA,200
17.11.17,Romania,ROM,Financial Institutions,Garanti Facility,40713,GARANTI BANK SA,Active,NA,NA,29.59,NA,29.59
15.11.17,"Egypt, Arab Republic of",EGT,Manufacturing,Vinavil Egypt,40047,VINAVIL EGYPT FOR CHEMICALS SAE,Active,NA,NA,NA,NA,NA
15.11.17,Afghanistan,AFG,Agribusiness and Forestry,Rikweda,39718,RIKWEDA FRUIT PROCESS COMPANY,Active,NA,NA,2.5,NA,2.5
14.11.17,Indonesia,INS,Financial Institutions,MBK Loan 2017,40365,"MITRA BISNIS KELUARGA VENTURA, PT",Hold,NA,NA,NA,NA,NA
14.11.17,China,CHA,"Tourism, Retail, and Property",China Warehouses,39046,CARLYLE CHINA ROME LOGISTICS L.P.,Active,NA,NA,NA,22.5,22.5
13.11.17,Latin America Region,LAC,Manufacturing,CIE Auto Mexico,40252,"CIE AUTOMOTIVE, SA",Active,NA,NA,75,NA,75
10.11.17,Brazil,BRA,Health and Education,Farmoquimica,39739,GRUPO FQM HOLDING S.A.,Active,NA,NA,31,NA,31
10.11.17,Romania,ROM,Financial Institutions,Garanti Leasing Romania Facility 3,40788,MOTORACTIVE IFN SA,Active,NA,NA,8.29,NA,8.29
10.11.17,South Africa,SOU,Financial Institutions,Mercantile Bank Limited,40330,MERCANTILE BANK LIMITED,Active,NA,NA,60,NA,60
10.11.17,South Africa,SOU,Agribusiness and Forestry,Westfalia Intl.,40091,WESTFALIA FRUIT INTERNATIONAL LIMITED,Active,NA,NA,35,NA,35
10.11.17,Brazil,BRA,Funds,"Valor Venture Fund II, LP",40333,"VALOR VENTURE FUND II, L.P.",Active,NA,NA,NA,14,14
10.11.17,Brazil,BRA,"Telecommunications, Media, and Technology",Phoenix Tower B3,40763,PHOENIX TOWERS PARTICIPACOES S.A.,Active,NA,NA,46.02,NA,46.02
09.11.17,Africa Region,AFR,Funds,Amethis II,40245,"AMETHIS FUND II S.C.A., SICAR",Active,NA,NA,NA,18.33,18.33
09.11.17,Brazil,BRA,Funds,DCM Patria COF,39271,PATRIA CREDITO ESTRUTURADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Pending Approval,NA,NA,40,10,50
09.11.17,Lebanon,LEB,Financial Institutions,DCM-Fransa Green Bond,40005,FRANSABANK SAL,Active,NA,NA,75,NA,75
08.11.17,Myanmar,BUA,Infrastructure,SLCM Myanmar Limited,38278,SOHANLAL COMMODITY MANAGEMENT LIMITED,Pending Approval,NA,NA,3,NA,3
08.11.17,Brazil,BRA,Financial Institutions,DCM Dunas FIDC,39878,DUNASPLUS CORP,Completed,NA,NA,NA,NA,NA
06.11.17,India,IND,"Tourism, Retail, and Property",Ashiana,38851,ASHIANA HOUSING LIMITED,Active,NA,NA,18,23.48,41.49
06.11.17,Pakistan,PAK,Infrastructure,Zorlu Solar I,39799,ZORLU SOLAR PAKISTAN (PVT.) LIMITED,Pending Approval,NA,NA,25.6,NA,25.6
02.11.17,Western Africa Region,WAN,Funds,Synergy II,40184,SYNERGY MANAGERS LIMITED,Active,NA,NA,NA,20,20
01.11.17,Turkey,TUR,Financial Institutions,TSKB Sustainable Climate,39330,TURKIYE SINAI KALKINMA BANKASI A.S.,Active,NA,NA,75,NA,75
01.11.17,China,CHA,Financial Institutions,CHG Syndication,40174,CHONGQING ECONOMIC AND TECHNOLOGICAL DEVELOPMENT ZONE HOUZE SMALL LOAN COMPANY LIMITED,Active,NA,NA,101.21,NA,101.21
27.10.17,Senegal,SEN,Agribusiness and Forestry,Polykrome SA,38748,POLYKROME SA,Active,NA,NA,5.84,NA,5.84
26.10.17,Argentina,ARG,Agribusiness and Forestry,Vicentin LTD,40038,VICENTIN S.A.I.C.,Active,NA,NA,16.67,NA,16.67
25.10.17,China,CHA,Agribusiness and Forestry,Haid Intl,39543,HAID INTERNATIONAL GROUP LIMITED,Active,NA,NA,50,NA,50
25.10.17,Colombia,CLM,Agribusiness and Forestry,Alqueria II,39308,PNS DE COLOMBIA SA,Active,NA,NA,0,20,20
20.10.17,Greece,GRE,Financial Institutions,DCM - PROGRAM FOR COVERED BONDS OF GREEK BANKS,39419,NATIONAL BANK OF GREECE S.A.,Active,NA,NA,75,NA,75
20.10.17,Colombia,CLM,Financial Institutions,GFO Loan II,40028,GRUPO FACTORING DE OCCIDENTE S A S,Active,NA,NA,5,NA,5
18.10.17,Africa Region,AFR,Financial Institutions,CRRH-UEMOA Bond,40549,CAISSE REGIONALE DE REFINANCEMENT HYPOTHECAIRE DE Lâ€™UEMOA,Active,NA,NA,NA,NA,NA
17.10.17,Zambia,ZAM,Infrastructure,SS Zambia,37811,NGONYE POWER COMPANY LIMITED,Active,2.5,NA,12,NA,14.5
16.10.17,Vietnam,VNM,Infrastructure,DNP Water,39945,DNP WATER JSC,Active,NA,NA,24.9,0,24.9
13.10.17,Guinea,GUI,"Oil, Gas, and Mining",Guinea Alumina Corporation,24374,GUINEA ALUMINA CORPORATION S.A.,Active,NA,NA,150,NA,150
06.10.17,"Egypt, Arab Republic of",EGT,Agribusiness and Forestry,Almarai,38323,ALMARAI COMPANY,Active,NA,NA,150,NA,150
06.10.17,Brazil,BRA,Infrastructure,CELSE,39652,CENTRAIS ELETRICAS DE SERGIPE S.A.,Active,NA,NA,200,NA,200
03.10.17,Brazil,BRA,Financial Institutions,WCS Santander Brasil,39659,BANCO SANTANDER BRASIL SA,Completed,NA,NA,144.66,NA,144.66
27.09.17,Turkey,TUR,Financial Institutions,DCM Is Green Mortgage DPR,39403,TURKIYE IS BANKASI ANONIM SIRKETI,Active,NA,NA,105,NA,105
27.09.17,Papua New Guinea,PAP,"Tourism, Retail, and Property",Rangeview,37478,Constantinou Group,Pending Approval,NA,NA,18,7.71,25.71
26.09.17,World Region,WLD,Funds,VPC Debt Facilit,40197,Victory Park Capital Advisors LLC,Active,NA,NA,25,0,25
25.09.17,Kenya,KEN,Agribusiness and Forestry,Subati,38764,SUBATI GROUP LIMITED,Active,NA,NA,10.22,NA,10.22
20.09.17,China,CHA,Agribusiness and Forestry,Jiahe,40045,"Suzhou Jiahe Foods Industry Co., Ltd.",Active,NA,NA,NA,25.33,25.33
18.09.17,India,IND,"Tourism, Retail, and Property",Mahindra Life,38850,MAHINDRA LIFESPACE DEVELOPERS LIMITED,Active,NA,NA,15.92,34.76,50.68
15.09.17,Uganda,UAN,Infrastructure,Bujagali 2 (Refi),39102,BUJAGALI ENERGY LIMITED,Active,3,NA,100,NA,103
13.09.17,China,CHA,Agribusiness and Forestry,Fenglin III,39801,"GUANGXI FENGLIN WOOD INDUSTRY GROUP CO., LTD.",Active,NA,NA,40,NA,40
11.09.17,Senegal,SEN,Funds,Partech Africa,39954,PARTECH VENTURES,Active,NA,NA,NA,35.51,35.51
08.09.17,Vietnam,VNM,Financial Institutions,VIB Senior Loan,40089,VIETNAM INTERNATIONAL COMMERCIAL JOINT STOCK BANK,Active,NA,NA,100,NA,100
08.09.17,Colombia,CLM,Health and Education,Carnelian,39029,UNIMED PHARMACEUTICALS LIMITED,Active,NA,NA,NA,90,90
07.09.17,China,CHA,Funds,GenBridge I,40173,"GENBRIDGE CAPITAL FUND I, L.P.",Active,NA,NA,NA,25,25
07.09.17,Brazil,BRA,Agribusiness and Forestry,Suzano Papel e Celulose S.A.,38230,Companhia Suzano de Papel e Celulose,Pending Approval,NA,NA,NA,NA,NA
06.09.17,Kenya,KEN,"Telecommunications, Media, and Technology",Africa's Talking Ltd,39771,AFRICA'S TALKING LTD,Active,NA,NA,NA,6,6
06.09.17,Eastern Europe Region,EER,"Tourism, Retail, and Property",Hystead Limited,39423,HYSTEAD LIMITED,Active,NA,NA,71.02,NA,71.02
30.08.17,Kenya,KEN,Health and Education,Goodlife II,38830,GOODLIFE PHARMACY LIMITED,Active,NA,NA,3,NA,3
29.08.17,Bangladesh,BAN,"Tourism, Retail, and Property",ESIP Chaldal,40139,CHALDAL INC,Active,NA,NA,NA,3,3
28.08.17,India,IND,Infrastructure,Rewa Actis,39866,Arinsun Clean Energy Private Limited,Active,NA,NA,60.5,NA,60.5
28.08.17,Mexico,MXC,Financial Institutions,Camesa Revolver,40066,"Consejo de Asistencia al Microemprendedor, S.A. de C.V., S.F.",Active,NA,5.49,9.89,NA,15.39
25.08.17,"Egypt, Arab Republic of",EGT,Agribusiness and Forestry,Wadi IV,39716,WADI HOLDINGS SAE,Active,NA,NA,22,NA,22
21.08.17,"Egypt, Arab Republic of",EGT,Infrastructure,Alcazar Solar 3,40386,HORUS SOLAR ENERGY S.A.E,Active,1,NA,19,NA,20
21.08.17,"Egypt, Arab Republic of",EGT,Infrastructure,Alcazar Solar 4,40390,ATEN SOLAR ENERGY S.A.E.,Active,1,NA,19,NA,20
17.08.17,Vietnam,VNM,Financial Institutions,ABBank Sr Loan,40081,AN BINH COMMERCIAL JOINT STOCK BANK,Active,NA,NA,40,NA,40
16.08.17,Turkey,TUR,Manufacturing,Tupras,36388,TURKIYE PETROL RAFINERILERI ANONIM SIRKETI,Active,NA,NA,100,NA,100
15.08.17,Southeast Asia Region,ASR,Funds,Wavemaker Pacific 1 Pte. Ltd.,40090,WAVEMAKER PARTNERS,Active,NA,NA,NA,10,10
15.08.17,MENA Region,EMN,Funds,BECO Holdings Ltd.,40414,BECO HOLDINGS LTD.,Active,NA,NA,NA,5,5
15.08.17,China,CHA,other,JD Finance Loan,40226,"CHONGQING LIANGJIANG NEW AREA SHENGJI MICRO-LOAN CO., LTD.",Active,NA,NA,92.2,NA,92.2
10.08.17,MENA Region,EMN,Funds,Mediterrania III,40142,MEDITERRANIA CAPITAL III (SICAV) PLC,Active,NA,NA,NA,17.45,17.45
10.08.17,MENA Region,EMN,Funds,Maghreb Private Equity Fund IV LLC,40172,MAGHREB PRIVATE EQUITY FUND IV LLC,Active,NA,NA,NA,17.45,17.45
09.08.17,World Region,WLD,other,MCPP AXA,39175,EMERGING MARKETS INFRASTRUCTURE LOANS S.A.R.L,Active,NA,50,0,NA,50
09.08.17,Turkey,TUR,other,Antalya Muni Tramway,38506,METROPOLITAN MUNICIPALITY OF ANTALYA,Active,NA,NA,94.5,NA,94.5
08.08.17,St. Lucia,STL,"Tourism, Retail, and Property",Sunwing - BDHR,39627,Sunwing Travel Group Inc,Pending Approval,NA,NA,35,NA,35
08.08.17,South Africa,SOU,other,Ekurhuleni Muni,39961,CITY OF EKURHULENI,Active,NA,NA,50,NA,50
07.08.17,MENA Region,EMN,Funds,"BECO Booster Fund II, L.P.",40098,BECO HOLDINGS LTD.,Pending Approval,NA,NA,NA,10,10
04.08.17,Jordan,JOR,Infrastructure,Daehan Wind Power Company,35349,DAEHAN WIND POWER COMPANY PSC,Active,2.7,NA,11.43,NA,14.13
28.07.17,Mexico,MXC,Financial Institutions,Fideicomiso Irrevocable F2061 FHipo,39740,Fideicomiso Irrevocable F2061 FHipo,Active,NA,NA,103.85,NA,103.85
28.07.17,Brazil,BRA,Financial Institutions,Koin,39038,KOIN SA,Active,NA,NA,NA,NA,NA
26.07.17,Turkey,TUR,"Tourism, Retail, and Property",YMI WC,39355,YAPI MERKEZI HOLDING ANONIM SIRKETI,Active,NA,NA,75,NA,75
24.07.17,Kazakhstan,KAZ,Agribusiness and Forestry,KFP,38776,KAZFOODPRODUCTS LLP,Active,NA,NA,25,NA,25
21.07.17,Ecuador,ECU,Agribusiness and Forestry,Omarsa II,39856,Operadora y Procesadora de Productos Marinos Omarsa S.A.,Active,NA,NA,8,NA,8
20.07.17,Mali,MLI,Agribusiness and Forestry,CEDIAM,37932,CEDIAM,Pending Approval,NA,NA,NA,NA,NA
14.07.17,Lao People's Democratic Republic,LAO,"Tourism, Retail, and Property",Aanandi: Riverview,39093,"AANANDI LAO CO., LTD.",Active,NA,NA,2,NA,2
12.07.17,World Region,WLD,Funds,Abraaj Global Credit Fund LP,40007,ABRAAJ GLOBAL CREDIT FUND GP LP,Active,NA,NA,NA,20,20
06.07.17,Turkey,TUR,Financial Institutions,DCM Akbank CBond,39781,AKBANK TURK ANONIM SIRKETI,Active,NA,NA,150,NA,150
05.07.17,Indonesia,INS,Financial Institutions,IIF USD Loan,39160,PT INDONESIA INFRASTRUCTURE FINANCE,Active,NA,NA,50,NA,50
05.07.17,Georgia,GEO,Financial Institutions,BasisBank I,37300,BasisBank JSC,Active,NA,NA,10,NA,10
27.06.17,Brazil,BRA,Agribusiness and Forestry,Jalles Machado,39264,JALLES MACHADO SA,Active,NA,NA,35,NA,35
27.06.17,Ghana,GHA,"Tourism, Retail, and Property",Oxford Street No.1 Aparthotel,38970,KENSINGTON RESIDENTIAL PARTNERS 1 LIMITED,Active,NA,NA,9,NA,9
19.06.17,Thailand,THL,Funds,North Haven Thai Private Equity Fund L.P.,38609,NORTH HAVEN THAI PRIVATE EQUITY L.P.,Active,NA,NA,NA,15,15
19.06.17,Cameroon,CAM,Infrastructure,Nachtigal,37673,NACHTIGAL HYDRO POWER COMPANY,Active,12,NA,151.33,69.84,233.17
16.06.17,China,CHA,Infrastructure,Penyao,39279,"PENYAO ENVIRONMENTAL PROTECTION CO.,LTD.",Active,NA,NA,101.69,NA,101.69
15.06.17,"Egypt, Arab Republic of",EGT,Infrastructure,Acciona Benban 2,39995,SunRise Energy S.A.E,Active,1,NA,21,NA,22
15.06.17,"Egypt, Arab Republic of",EGT,Infrastructure,Acciona Benban 3,39997,RISING SUN ENERGY S.A.E.,Active,1,NA,21,NA,22
14.06.17,"Egypt, Arab Republic of",EGT,Infrastructure,SECI Benban 2 Arinna,40019,ARINNA SOLAR POWER SAE,Active,0.5,NA,15,NA,15.5
13.06.17,Serbia,SRB,Financial Institutions,OBS MFI,39302,OPPORTUNITY BANK SERBIA,Active,NA,NA,9.97,NA,9.97
13.06.17,"Egypt, Arab Republic of",EGT,Infrastructure,Al Subh Solar Power,39729,ALSUBH SOLAR POWER S.A.E,Active,1,NA,21,NA,22
08.06.17,Mexico,MXC,Financial Institutions,Konfio B,39749,"RED AMIGO DAL, S.A.P.I. DE C.V. S.O.F.O.M. E.N.R.",Active,NA,NA,NA,3.5,3.5
07.06.17,Africa Region,AFR,"Telecommunications, Media, and Technology",Link Africa,37790,CSQUARED LINK HOLDINGS (MAURITIUS) LTD,Active,NA,NA,NA,35,35
07.06.17,Turkey,TUR,Financial Institutions,DCM Green MCB,38649,TURKIYE GARANTI BANKASI AS,Active,NA,NA,NA,NA,NA
06.06.17,"Egypt, Arab Republic of",EGT,Infrastructure,SP Energy Egypt S.A.E,39728,SP ENERGY (EGYPT) SAE,Active,1,NA,23,NA,24
05.06.17,West Bank and Gaza,XOT,Infrastructure,PRICO Solar Gaza,38674,PRICO FOR OPERATION AND MAINTENANCE LTD,Pending Approval,0.4,NA,4,NA,4.4
01.06.17,Georgia,GEO,Financial Institutions,BOG LC Bond DCM,39651,JSC BANK OF GEORGIA,Active,NA,NA,70,NA,70
26.05.17,India,IND,Health and Education,Biological E,39488,BIOLOGICAL E. LIMITED,Active,NA,NA,60,NA,60
24.05.17,Eastern Europe Region,EER,"Tourism, Retail, and Property",Schwarz EE V,39573,SCHWARZ UNTERNEHMENSTREUHAND KG,Active,NA,NA,213.5,NA,213.5
23.05.17,Peru,PER,Financial Institutions,Acceso Credito I,37768,EDPYME ACCESO CREDITICIO SA,Active,NA,NA,20,NA,20
22.05.17,Latin America Region,LAC,Agribusiness and Forestry,AMERRA III,37250,AMERRA CAPITAL MANAGEMENT LLC,Active,NA,NA,NA,NA,NA
22.05.17,Sri Lanka,SRI,Financial Institutions,DCM CBC DPR Green,39811,COMMERCIAL BANK OF CEYLON PLC,Active,NA,NA,100,NA,100
22.05.17,India,IND,Agribusiness and Forestry,JK Paper III,39821,JK PAPER LIMITED,Active,NA,NA,51.92,NA,51.92
19.05.17,Argentina,ARG,Infrastructure,CP Achiras S.A.,39358,CP ACHIRAS S.A.,Active,NA,NA,20.7,NA,20.7
17.05.17,Tanzania,TAN,Financial Institutions,NMB Tanzania,35968,NMB BANK PLC,Active,NA,NA,105,NA,105
17.05.17,Nigeria,NIR,Financial Institutions,Accion Nigeria Loan 2,39519,ACCION MICROFINANCE BANK LTD,Active,NA,NA,3.27,NA,3.27
17.05.17,East Asia and Pacific Region,EAP,Funds,Arbor Fund II,39531,ARBOR VENTURES,Active,NA,NA,NA,15,15
16.05.17,India,IND,Health and Education,Max SCH,39444,MAX HEALTHCARE INSTITUTE LIMITED,Pending Approval,NA,NA,74.99,NA,74.99
16.05.17,Haiti,HAI,Manufacturing,FCS RE Hansae Haiti,38364,HANSAE HAITI S.A.,Active,NA,NA,3,NA,3
16.05.17,Bangladesh,BAN,Financial Institutions,BRAC Women Banking,39516,BRAC BANK LIMITED,Active,NA,NA,50,NA,50
16.05.17,Latin America Region,LAC,Funds,NXTP Opportunity,38626,"NXTP OPPORTUNITY FUND, L.P.",Active,NA,NA,NA,8,8
15.05.17,India,IND,Financial Institutions,DCM TCCL Gr Bond,39723,Tata Cleantech Capital Limited,Pending Approval,NA,NA,75.29,NA,75.29
15.05.17,Africa Region,AFR,Agribusiness and Forestry,GBfoods Africa,39589,THE GB FOODS SA,Active,NA,NA,NA,15.5,15.5
14.05.17,India,IND,Financial Institutions,DCM MMFSL NCD,38977,MAHINDRA AND MAHINDRA FINANCIAL SERVICES LIMITED,Active,NA,NA,100,NA,100
